year,league_id,team_id,park_id,span_first,span_last,games,openings,attendance
1984,AL,CAL,ANA01,4/2/84,9/23/84,81,81,2402997
1984,AL,CHA,CHI10,4/6/84,9/26/84,81,81,2135827
1984,NL,CHN,CHI11,4/13/84,9/30/84,80,75,2108055
1984,NL,CIN,CIN08,4/2/84,9/30/84,81,78,1270073
1984,AL,CLE,CLE07,4/14/84,9/30/84,81,73,731378
1984,AL,DET,DET04,4/10/84,9/23/84,82,76,2704794
1984,NL,HOU,HOU02,4/3/84,9/23/84,81,81,1230579
1984,AL,KCA,KAN06,4/3/84,9/26/84,81,77,1810018
1984,NL,LAN,LOS03,4/3/84,9/30/84,81,81,3134824
1984,AL,ML4,MIL05,4/17/84,9/30/84,81,76,1608509
1984,AL,MIN,MIN03,4/3/84,9/23/84,81,81,1598373
1984,NL,MON,MON02,4/13/84,9/30/84,81,76,1623419
1984,AL,NYA,NYC16,4/10/84,9/30/84,81,78,1823496
1984,NL,NYN,NYC17,4/17/84,9/26/84,81,75,1829481
1984,AL,OAK,OAK01,4/3/84,9/30/84,81,79,1353281
1984,NL,PHI,PHI12,4/10/84,9/30/84,81,77,2062966
1984,NL,PIT,PIT07,4/17/84,9/26/84,81,76,773195
1984,NL,SDN,SAN01,4/3/84,9/23/84,81,80,1984953
1984,AL,SEA,SEA02,4/4/84,9/30/84,81,81,869874
1984,NL,SFN,SFO02,4/3/84,9/26/84,81,77,1001551
1984,NL,SLN,STL09,4/13/84,9/23/84,81,79,2059347
1984,AL,TEX,ARL01,4/3/84,9/30/84,80,80,1102430
1984,AL,TOR,TOR01,4/17/84,9/23/84,81,79,2110009
1985,NL,ATL,ATL01,4/12/85,9/29/85,81,79,1350047
1985,AL,BAL,BAL11,4/8/85,10/6/85,81,80,2137434
1985,AL,BOS,BOS07,4/8/85,10/6/85,81,77,1786463
1985,AL,CAL,ANA01,4/9/85,9/25/85,79,79,2567787
1985,AL,CHA,CHI10,4/19/85,10/6/85,81,79,1669970
1985,NL,CHN,CHI11,4/9/85,10/3/85,81,81,2161534
1985,NL,CIN,CIN08,4/8/85,9/29/85,81,77,1834619
1985,AL,CLE,CLE07,4/13/85,10/2/85,81,75,655181
1985,AL,DET,DET04,4/8/85,10/3/85,81,79,2286610
1985,NL,HOU,HOU02,4/9/85,10/1/85,81,80,1184383
1985,AL,KCA,KAN06,4/8/85,10/6/85,82,80,2162715
1985,NL,LAN,LOS03,4/12/85,10/6/85,81,81,3264683
1985,AL,ML4,MIL05,4/9/85,9/29/85,80,80,1359995
1985,AL,MIN,MIN03,4/15/85,10/6/85,84,81,1652063
1985,NL,MON,MON02,4/19/85,10/3/85,81,78,1502494
1985,AL,NYA,NYC16,4/16/85,10/3/85,80,77,2214587
1985,NL,NYN,NYC17,4/9/85,10/6/85,81,78,2751237
1985,AL,OAK,OAK01,4/12/85,9/29/85,79,77,1334627
1985,NL,PHI,PHI12,4/9/85,10/6/85,81,78,1830350
1985,NL,PIT,PIT07,4/12/85,9/29/85,80,78,735900
1985,NL,SDN,SAN01,4/15/85,10/6/85,81,79,2210352
1985,AL,SEA,SEA02,4/9/85,9/29/85,83,81,1127603
1985,NL,SFN,SFO02,4/9/85,10/6/85,81,79,818697
1985,NL,SLN,STL09,4/15/85,10/6/85,81,80,2661465
1985,AL,TEX,ARL01,4/12/85,10/6/85,80,79,1112461
1985,AL,TOR,TOR01,4/16/85,10/6/85,80,78,2468925
1986,NL,ATL,ATL01,4/8/86,10/2/86,81,80,1387152
1986,AL,BAL,BAL11,4/7/86,10/5/86,79,79,1973222
1986,AL,BOS,BOS07,4/14/86,10/5/86,81,79,2146694
1986,AL,CAL,ANA01,4/14/86,9/28/86,82,81,2655459
1986,AL,CHA,CHI10,4/7/86,10/1/86,81,79,1424017
1986,NL,CHN,CHI11,4/18/86,10/5/86,80,78,1859102
1986,NL,CIN,CIN08,4/7/86,10/5/86,81,78,1692432
1986,AL,CLE,CLE07,4/11/86,10/5/86,81,79,1470977
1986,AL,DET,DET04,4/7/86,9/25/86,81,77,1899437
1986,NL,HOU,HOU02,4/8/86,10/5/86,81,81,1734266
1986,AL,KCA,KAN06,4/11/86,10/1/86,81,78,2320764
1986,NL,LAN,LOS03,4/7/86,10/5/86,81,80,3033208
1986,AL,ML4,MIL05,4/14/86,10/2/86,80,79,1265041
1986,AL,MIN,MIN03,4/11/86,10/5/86,81,81,1256566
1986,NL,MON,MON02,4/15/86,10/2/86,80,77,1125164
1986,AL,NYA,NYC16,4/8/86,10/1/86,80,80,2268186
1986,NL,NYN,NYC17,4/14/86,10/5/86,81,75,2762417
1986,AL,OAK,OAK01,4/8/86,10/5/86,83,79,1314646
1986,NL,PHI,PHI12,4/11/86,10/5/86,80,78,1918623
1986,NL,PIT,PIT07,4/8/86,9/28/86,81,80,1014629
1986,NL,SDN,SAN01,4/11/86,10/1/86,81,81,1805776
1986,AL,SEA,SEA02,4/8/86,9/28/86,82,81,1028223
1986,NL,SFN,SFO02,4/15/86,10/2/86,81,78,1532385
1986,NL,SLN,STL09,4/8/86,10/2/86,81,81,2498142
1986,AL,TEX,ARL01,4/8/86,10/5/86,81,79,1692021
1986,AL,TOR,TOR01,4/14/86,10/5/86,81,78,2455477
1987,NL,ATL,ATL01,4/7/87,9/27/87,81,80,1217403
1987,AL,BAL,BAL11,4/6/87,9/27/87,82,78,1845251
1987,AL,BOS,BOS07,4/10/87,10/4/87,80,79,2231649
1987,AL,CAL,ANA01,4/7/87,10/4/87,81,81,2696208
1987,AL,CHA,CHI10,4/10/87,10/4/87,81,79,1208070
1987,NL,CHN,CHI11,4/7/87,9/27/87,80,79,2035202
1987,NL,CIN,CIN08,4/6/87,9/29/87,81,80,2185205
1987,AL,CLE,CLE07,4/10/87,9/27/87,81,79,1076898
1987,AL,DET,DET04,4/6/87,10/4/87,81,80,2061830
1987,NL,HOU,HOU02,4/6/87,10/4/87,81,81,1920997
1987,AL,KCA,KAN06,4/6/87,10/4/87,81,80,2392471
1987,NL,LAN,LOS03,4/9/87,10/1/87,81,80,2800409
1987,AL,ML4,MIL05,4/6/87,9/27/87,81,80,1908784
1987,AL,MIN,MIN03,4/7/87,9/27/87,81,81,2082203
1987,NL,MON,MON02,4/20/87,10/4/87,81,81,1850324
1987,AL,NYA,NYC16,4/13/87,10/4/87,81,78,2427702
1987,NL,NYN,NYC17,4/7/87,9/27/87,81,79,3027121
1987,AL,OAK,OAK01,4/10/87,10/1/87,81,80,1678922
1987,NL,PHI,PHI12,4/10/87,9/30/87,81,79,2100110
1987,NL,PIT,PIT07,4/10/87,10/4/87,81,79,1161193
1987,NL,SDN,SAN01,4/13/87,10/4/87,81,80,1454101
1987,AL,SEA,SEA02,4/10/87,9/27/87,81,81,1133010
1987,NL,SFN,SFO02,4/6/87,10/4/87,81,79,1917863
1987,NL,SLN,STL09,4/14/87,10/4/87,81,78,3073131
1987,AL,TEX,ARL01,4/10/87,10/4/87,81,80,1763749
1987,AL,TOR,TOR01,4/6/87,9/30/87,81,81,2778459
1988,NL,ATL,ATL01,4/5/88,9/29/88,79,76,848097
1988,AL,BAL,BAL11,4/4/88,9/29/88,80,74,1660738
1988,AL,BOS,BOS07,4/4/88,9/28/88,81,79,2463339
1988,AL,CAL,ANA01,4/8/88,9/25/88,81,80,2340905
1988,AL,CHA,CHI10,4/4/88,9/28/88,81,79,1115655
1988,NL,CHN,CHI11,4/15/88,10/2/88,82,77,2088534
1988,NL,CIN,CIN08,4/4/88,10/2/88,80,80,2062528
1988,AL,CLE,CLE07,4/8/88,10/2/88,81,79,1421790
1988,AL,DET,DET04,4/12/88,10/2/88,81,79,2081102
1988,NL,HOU,HOU02,4/5/88,10/2/88,81,81,1933635
1988,AL,KCA,KAN06,4/4/88,10/2/88,80,80,2349181
1988,NL,LAN,LOS03,4/4/88,10/2/88,81,78,2980262
1988,AL,ML4,MIL05,4/15/88,9/28/88,81,80,1928238
1988,AL,MIN,MIN03,4/8/88,10/2/88,81,81,3029999
1988,NL,MON,MON02,4/4/88,10/2/88,81,81,1478659
1988,AL,NYA,NYC16,4/5/88,9/25/88,80,78,2633633
1988,NL,NYN,NYC17,4/12/88,10/2/88,80,77,3048530
1988,AL,OAK,OAK01,4/4/88,10/2/88,81,79,2287446
1988,NL,PHI,PHI12,4/5/88,9/28/88,81,78,1990042
1988,NL,PIT,PIT07,4/11/88,9/28/88,81,80,1865713
1988,NL,SDN,SAN01,4/12/88,9/28/88,81,81,1508563
1988,AL,SEA,SEA02,4/12/88,10/2/88,81,81,1020354
1988,NL,SFN,SFO02,4/7/88,9/28/88,81,79,1786482
1988,NL,SLN,STL09,4/8/88,9/25/88,81,81,2892089
1988,AL,TEX,ARL01,4/4/88,9/25/88,81,80,1582084
1988,AL,TOR,TOR01,4/11/88,10/2/88,81,81,2595275
1989,NL,ATL,ATL01,4/7/89,10/1/89,79,77,1034808
1989,AL,BAL,BAL11,4/3/89,9/24/89,81,78,2539245
1989,AL,BOS,BOS07,4/10/89,10/1/89,81,79,2512069
1989,AL,CAL,ANA01,4/4/89,10/1/89,81,81,2644233
1989,AL,CHA,CHI10,4/14/89,10/1/89,80,78,1045646
1989,NL,CHN,CHI11,4/4/89,9/24/89,81,81,2491932
1989,NL,CIN,CIN08,4/3/89,10/1/89,81,79,1979440
1989,AL,CLE,CLE07,4/3/89,9/24/89,81,77,1285635
1989,AL,DET,DET04,4/7/89,9/27/89,81,79,1543620
1989,NL,HOU,HOU02,4/4/89,9/27/89,82,81,1863215
1989,AL,KCA,KAN06,4/3/89,9/24/89,81,80,2475368
1989,NL,LAN,LOS03,4/13/89,9/27/89,81,81,2943833
1989,AL,ML4,MIL05,4/10/89,9/27/89,81,80,1974300
1989,AL,MIN,MIN03,4/4/89,9/24/89,81,81,2279508
1989,NL,MON,MON02,4/4/89,9/27/89,81,81,1789073
1989,AL,NYA,NYC16,4/7/89,10/1/89,81,75,2196200
1989,NL,NYN,NYC17,4/3/89,9/27/89,81,79,2916960
1989,AL,OAK,OAK01,4/3/89,10/1/89,81,81,2671641
1989,NL,PHI,PHI12,4/8/89,10/1/89,81,74,1861985
1989,NL,PIT,PIT07,4/11/89,10/1/89,81,78,1374421
1989,NL,SDN,SAN01,4/3/89,10/1/89,81,80,2108158
1989,AL,SEA,SEA02,4/10/89,10/1/89,81,81,1295433
1989,NL,SFN,SFO02,4/10/89,9/24/89,81,79,2080296
1989,NL,SLN,STL09,4/14/89,10/1/89,83,82,3099147
1989,AL,TEX,ARL01,4/4/89,9/24/89,81,79,2042604
1989,AL,TOR,TOR01,4/14/89,5/28/89,26,26,748571
1989,AL,TOR,TOR02,6/5/89,10/1/89,55,54,2628122
1990,NL,ATL,ATL01,4/11/90,9/23/90,81,76,1009748
1990,AL,BAL,BAL11,4/19/90,10/3/90,80,79,2420997
1990,AL,BOS,BOS07,4/9/90,10/3/90,81,80,2512898
1990,AL,CAL,ANA01,4/9/90,9/30/90,81,81,2558640
1990,AL,CHA,CHI10,4/9/90,9/30/90,80,79,2002359
1990,NL,CHN,CHI11,4/10/90,9/24/90,81,77,2243394
1990,NL,CIN,CIN08,4/17/90,10/3/90,81,78,2407563
1990,AL,CLE,CLE07,4/19/90,10/3/90,81,75,1228031
1990,AL,DET,DET04,4/12/90,9/30/90,81,79,1470157
1990,NL,HOU,HOU02,4/9/90,9/30/90,81,81,1313560
1990,AL,KCA,KAN06,4/9/90,9/26/90,81,78,2244536
1990,NL,LAN,LOS03,4/9/90,10/3/90,81,81,3002950
1990,AL,ML4,MIL05,4/10/90,10/3/90,81,79,1775008
1990,AL,MIN,MIN03,4/20/90,10/3/90,81,80,1754348
1990,NL,MON,MON02,4/13/90,10/3/90,81,81,1421391
1990,AL,NYA,NYC16,4/12/90,10/3/90,81,80,2006436
1990,NL,NYN,NYC17,4/9/90,9/30/90,81,77,2733555
1990,AL,OAK,OAK01,4/9/90,10/3/90,81,80,2903203
1990,NL,PHI,PHI12,4/13/90,10/3/90,81,77,1992124
1990,NL,PIT,PIT07,4/13/90,10/3/90,81,78,2051806
1990,NL,SDN,SAN01,4/10/90,9/23/90,81,79,1894172
1990,AL,SEA,SEA02,4/13/90,9/23/90,81,81,1509714
1990,NL,SFN,SFO02,4/13/90,10/3/90,81,80,2001105
1990,NL,SLN,STL09,4/9/90,9/30/90,81,81,2573275
1990,AL,TEX,ARL01,4/9/90,9/30/90,82,81,2057917
1990,AL,TOR,TOR02,4/10/90,9/23/90,81,81,3884384
1991,NL,ATL,ATL01,4/10/91,10/6/91,81,78,2140217
1991,AL,BAL,BAL11,4/8/91,10/6/91,81,79,2551102
1991,AL,BOS,BOS07,4/11/91,10/6/91,81,81,2595356
1991,AL,CAL,ANA01,4/15/91,10/6/91,81,81,2416146
1991,AL,CHA,CHI12,4/18/91,10/3/91,81,81,2968154
1991,NL,CHN,CHI11,4/9/91,10/6/91,83,81,2311520
1991,NL,CIN,CIN08,4/8/91,10/2/91,81,80,2372377
1991,AL,CLE,CLE07,4/16/91,10/3/91,82,79,1051863
1991,AL,DET,DET04,4/8/91,9/30/91,81,80,1659472
1991,NL,HOU,HOU02,4/12/91,9/29/91,81,81,1196152
1991,AL,KCA,KAN06,4/8/91,10/2/91,81,80,2161527
1991,NL,LAN,LOS03,4/12/91,10/2/91,81,81,3346630
1991,AL,ML4,MIL05,4/15/91,9/30/91,80,79,1478814
1991,AL,MIN,MIN03,4/12/91,10/6/91,81,81,2293842
1991,NL,MON,MON02,4/15/91,9/8/91,68,67,978045
1991,AL,NYA,NYC16,4/15/91,10/6/91,81,78,1863729
1991,NL,NYN,NYC17,4/8/91,9/29/91,82,78,2263729
1991,AL,OAK,OAK01,4/9/91,9/29/91,81,81,2713193
1991,NL,PHI,PHI12,4/12/91,10/6/91,83,83,2049958
1991,NL,PIT,PIT07,4/8/91,10/6/91,84,83,2073028
1991,NL,SDN,SAN01,4/9/91,10/6/91,81,81,1803929
1991,AL,SEA,SEA02,4/9/91,10/6/91,81,81,2109966
1991,NL,SFN,SFO02,4/15/91,10/6/91,81,81,1737489
1991,NL,SLN,STL09,4/19/91,10/2/91,84,82,2449537
1991,AL,TEX,ARL01,4/8/91,10/6/91,81,79,2297718
1991,AL,TOR,TOR02,4/8/91,10/2/91,81,81,4001526
1992,NL,ATL,ATL01,4/9/92,10/4/92,81,80,3077400
1992,AL,BAL,BAL12,4/6/92,9/28/92,81,80,3569534
1992,AL,BOS,BOS07,4/13/92,10/4/92,81,78,2469489
1992,AL,CAL,ANA01,4/7/92,10/4/92,81,81,2065434
1992,AL,CHA,CHI12,4/13/92,9/27/92,82,81,2681156
1992,NL,CHN,CHI11,4/10/92,10/4/92,81,80,2126720
1992,NL,CIN,CIN08,4/6/92,10/4/92,81,80,2315946
1992,AL,CLE,CLE07,4/11/92,10/4/92,81,78,1224274
1992,AL,DET,DET04,4/6/92,9/30/92,80,78,1423963
1992,NL,HOU,HOU02,4/7/92,10/4/92,81,81,1211348
1992,AL,KCA,KAN06,4/13/92,10/4/92,81,79,1867689
1992,NL,LAN,LOS03,4/6/92,9/27/92,81,77,2473366
1992,AL,ML4,MIL05,4/6/92,9/27/92,81,79,1857351
1992,AL,MIN,MIN03,4/10/92,10/1/92,81,81,2482188
1992,NL,MON,MON02,4/13/92,9/27/92,81,80,1731566
1992,AL,NYA,NYC16,4/7/92,9/27/92,81,80,1748737
1992,NL,NYN,NYC17,4/10/92,10/4/92,81,76,1779534
1992,AL,OAK,OAK01,4/6/92,10/4/92,81,81,2494160
1992,NL,PHI,PHI12,4/7/92,9/27/92,81,78,1927448
1992,NL,PIT,PIT07,4/6/92,9/27/92,81,81,1834523
1992,NL,SDN,SAN01,4/9/92,9/27/92,81,81,1721406
1992,AL,SEA,SEA02,4/6/92,10/4/92,81,81,1651367
1992,NL,SFN,SFO02,4/14/92,9/27/92,81,79,1561218
1992,NL,SLN,STL09,4/6/92,10/4/92,81,80,2418483
1992,AL,TEX,ARL01,4/13/92,9/27/92,81,80,2198231
1992,AL,TOR,TOR02,4/10/92,10/4/92,81,81,4028318
1993,NL,ATL,ATL01,4/8/93,10/3/93,81,81,3879508
1993,AL,BAL,BAL12,4/5/93,10/3/93,81,80,3643768
1993,AL,BOS,BOS07,4/13/93,10/3/93,81,80,2422054
1993,AL,CAL,ANA01,4/6/93,9/23/93,81,81,2063049
1993,AL,CHA,CHI12,4/9/93,9/30/93,81,79,2581061
1993,NL,CHN,CHI11,4/5/93,9/22/93,82,80,2643428
1993,NL,CIN,CIN08,4/5/93,10/3/93,81,79,2454428
1993,AL,CLE,CLE07,4/5/93,10/3/93,81,80,2177908
1993,NL,COL,DEN01,4/9/93,9/26/93,81,79,4483203
1993,AL,DET,DET04,4/13/93,9/22/93,81,81,1971401
1993,NL,FLO,MIA01,4/5/93,10/3/93,81,80,3066756
1993,NL,HOU,HOU02,4/5/93,9/23/93,81,81,2081506
1993,AL,KCA,KAN06,4/5/93,9/29/93,81,80,1941889
1993,NL,LAN,LOS03,4/13/93,10/3/93,81,81,3164720
1993,AL,ML4,MIL05,4/12/93,9/29/93,81,78,1695077
1993,AL,MIN,MIN03,4/6/93,10/3/93,81,81,2054523
1993,NL,MON,MON02,4/13/93,10/3/93,81,81,1641438
1993,AL,NYA,NYC16,4/12/93,10/3/93,81,80,2416837
1993,NL,NYN,NYC17,4/5/93,9/30/93,81,79,1873115
1993,AL,OAK,OAK01,4/5/93,10/3/93,81,79,2029063
1993,NL,PHI,PHI12,4/9/93,9/26/93,81,80,3137512
1993,NL,PIT,PIT07,4/6/93,9/30/93,81,79,1652922
1993,NL,SDN,SAN01,4/12/93,10/3/93,81,80,1375432
1993,AL,SEA,SEA02,4/6/93,9/26/93,81,81,2052425
1993,NL,SFN,SFO02,4/12/93,9/29/93,81,81,2604635
1993,NL,SLN,STL09,4/6/93,10/3/93,81,81,2840533
1993,AL,TEX,ARL01,4/9/93,10/3/93,81,79,2252616
1993,AL,TOR,TOR02,4/9/93,9/26/93,81,81,4057747
1994,NL,ATL,ATL01,4/12/94,7/31/94,55,54,2534240
1994,AL,BAL,BAL12,4/4/94,7/31/94,55,54,2535359
1994,AL,BOS,BOS07,4/4/94,8/7/94,64,61,1775541
1994,AL,CAL,ANA01,4/11/94,8/10/94,63,63,1512622
1994,AL,CHA,CHI12,4/8/94,7/31/94,53,53,1697448
1994,NL,CHN,CHI11,4/4/94,8/10/94,59,58,1845278
1994,NL,CIN,CIN08,4/3/94,8/11/94,60,60,1897591
1994,AL,CLE,CLE08,4/4/94,8/4/94,51,51,1995474
1994,NL,COL,DEN01,4/4/94,8/11/94,57,56,3281464
1994,AL,DET,DET04,4/11/94,8/11/94,58,57,1184783
1994,NL,FLO,MIA01,4/12/94,8/11/94,59,59,1942377
1994,NL,HOU,HOU02,4/4/94,8/11/94,59,59,1560970
1994,AL,KCA,KAN06,4/8/94,8/7/94,59,57,1400581
1994,NL,LAN,LOS03,4/5/94,8/4/94,55,55,2280140
1994,AL,ML4,MIL05,4/5/94,8/7/94,56,56,1268398
1994,AL,MIN,MIN03,4/5/94,8/10/94,59,59,1398565
1994,NL,MON,MON02,4/8/94,8/4/94,52,52,1276250
1994,AL,NYA,NYC16,4/4/94,8/11/94,57,57,1681507
1994,NL,NYN,NYC17,4/11/94,8/7/94,53,52,1152161
1994,AL,OAK,OAK01,4/11/94,8/11/94,56,56,1240920
1994,NL,PHI,PHI12,4/11/94,8/11/94,60,58,2289963
1994,NL,PIT,PIT07,4/8/94,8/11/94,61,60,1222579
1994,NL,SDN,SAN01,4/4/94,7/31/94,57,57,953886
1994,AL,SEA,SEA02,4/11/94,7/18/94,44,44,1102288
1994,NL,SFN,SFO02,4/4/94,8/3/94,60,59,1704317
1994,NL,SLN,STL09,4/12/94,7/31/94,56,54,1839098
1994,AL,TEX,ARL02,4/11/94,8/10/94,63,62,2502662
1994,AL,TOR,TOR02,4/4/94,8/10/94,59,59,2907949
1995,NL,ATL,ATL01,4/26/95,9/24/95,72,72,2564492
1995,AL,BAL,BAL12,5/1/95,10/1/95,72,72,3101759
1995,AL,BOS,BOS07,4/26/95,9/27/95,72,72,2164401
1995,AL,CAL,ANA01,4/26/95,10/1/95,72,72,1748797
1995,AL,CHA,CHI12,4/27/95,10/1/95,72,71,1609775
1995,NL,CHN,CHI11,4/28/95,10/1/95,72,71,1917546
1995,NL,CIN,CIN08,4/26/95,9/20/95,72,71,1830015
1995,AL,CLE,CLE08,5/5/95,10/1/95,72,71,2842722
1995,NL,COL,DEN02,4/26/95,10/1/95,72,72,3402209
1995,AL,DET,DET04,5/2/95,9/21/95,72,71,1180979
1995,NL,FLO,MIA01,4/25/95,10/1/95,71,70,1697414
1995,NL,HOU,HOU02,4/28/95,9/27/95,72,71,1392683
1995,AL,KCA,KAN06,4/26/95,9/28/95,72,70,1237203
1995,NL,LAN,LOS03,4/28/95,9/27/95,72,72,2766628
1995,AL,ML4,MIL05,4/26/95,10/1/95,72,71,1088220
1995,AL,MIN,MIN03,4/27/95,9/28/95,72,72,1057668
1995,NL,MON,MON02,5/2/95,10/1/95,72,72,1308618
1995,AL,NYA,NYC16,4/26/95,9/24/95,73,70,1709199
1995,NL,NYN,NYC17,4/28/95,10/1/95,72,71,1273186
1995,AL,OAK,OAK01,5/5/95,9/20/95,72,71,1174441
1995,NL,PHI,PHI12,4/28/95,9/27/95,72,71,2048588
1995,NL,PIT,PIT07,4/26/95,9/20/95,72,70,911536
1995,NL,SDN,SAN01,4/26/95,10/1/95,72,71,1052995
1995,AL,SEA,SEA02,4/27/95,10/2/95,73,73,1640379
1995,NL,SFN,SFO02,4/28/95,9/27/95,72,72,1231591
1995,NL,SLN,STL09,4/26/95,10/1/95,72,72,1756061
1995,AL,TEX,ARL02,4/27/95,10/1/95,72,72,1985910
1995,AL,TOR,TOR02,4/26/95,10/1/95,72,72,2826445
1996,NL,ATL,ATL01,4/1/96,9/23/96,81,81,2898806
1996,AL,BAL,BAL12,4/2/96,9/23/96,82,81,3654764
1996,AL,BOS,BOS07,4/9/96,9/29/96,81,81,2315349
1996,AL,CAL,ANA01,4/2/96,9/25/96,81,81,1820183
1996,AL,CHA,CHI12,4/9/96,9/25/96,81,79,1666025
1996,NL,CHN,CHI11,4/1/96,9/29/96,81,78,2219110
1996,NL,CIN,CIN08,4/2/96,9/26/96,81,76,1871459
1996,AL,CLE,CLE08,4/2/96,9/25/96,80,79,3320078
1996,NL,COL,DEN02,4/8/96,9/29/96,81,81,3906328
1996,AL,DET,DET04,4/9/96,9/29/96,81,81,1168610
1996,NL,FLO,MIA01,4/1/96,9/26/96,81,80,1753706
1996,NL,HOU,HOU02,4/1/96,9/29/96,81,81,1977715
1996,AL,KCA,KAN06,4/5/96,9/29/96,80,80,1436006
1996,NL,LAN,LOS03,4/8/96,9/29/96,81,81,3188454
1996,AL,ML4,MIL05,4/9/96,9/22/96,81,78,1327150
1996,AL,MIN,MIN03,4/1/96,9/29/96,82,80,1437446
1996,NL,MON,MON02,4/5/96,9/29/96,81,81,1618571
1996,AL,NYA,NYC16,4/9/96,9/25/96,80,78,2255051
1996,NL,NYN,NYC17,4/1/96,9/29/96,81,78,1582648
1996,AL,OAK,LAS01,4/1/96,4/7/96,6,6,54986
1996,AL,OAK,OAK01,4/19/96,9/29/96,75,74,1132362
1996,NL,PHI,PHI12,4/2/96,9/26/96,81,78,1796354
1996,NL,PIT,PIT07,4/8/96,9/25/96,80,78,1322079
1996,NL,SDN,MNT01,8/16/96,8/18/96,3,3,67382
1996,NL,SDN,SAN01,4/8/96,9/25/96,78,78,2140536
1996,AL,SEA,SEA02,3/31/96,9/22/96,81,81,2721073
1996,NL,SFN,SFO02,4/12/96,9/22/96,82,80,1418722
1996,NL,SLN,STL09,4/8/96,9/29/96,81,81,2645824
1996,AL,TEX,ARL02,4/1/96,9/29/96,81,80,2889040
1996,AL,TOR,TOR02,4/9/96,9/29/96,81,81,2559910
1997,AL,ANA,ANA01,4/2/97,9/28/97,82,81,1774702
1997,NL,ATL,ATL02,4/4/97,9/22/97,81,81,3447608
1997,AL,BAL,BAL12,4/2/97,9/22/97,81,80,3692388
1997,AL,BOS,BOS07,4/11/97,9/21/97,81,80,2223602
1997,AL,CHA,CHI12,4/4/97,9/28/97,81,78,1865052
1997,NL,CHN,CHI11,4/8/97,9/21/97,81,79,2189948
1997,NL,CIN,CIN08,4/1/97,9/22/97,81,80,1790058
1997,AL,CLE,CLE08,4/11/97,9/28/97,81,80,3394750
1997,NL,COL,DEN02,4/7/97,9/28/97,81,81,3893433
1997,AL,DET,DET04,4/7/97,9/28/97,81,79,1395413
1997,NL,FLO,MIA01,4/1/97,9/22/97,81,80,2352567
1997,NL,HOU,HOU02,4/1/97,9/28/97,81,81,2046275
1997,AL,KCA,KAN06,4/7/97,9/21/97,80,77,1526638
1997,NL,LAN,LOS03,4/1/97,9/24/97,81,81,3319320
1997,AL,ML4,MIL05,4/7/97,9/28/97,80,78,1450029
1997,AL,MIN,MIN03,4/1/97,9/22/97,81,81,1413064
1997,NL,MON,MON02,4/1/97,9/28/97,81,81,1507166
1997,AL,NYA,NYC16,4/11/97,9/22/97,80,78,2581043
1997,NL,NYN,NYC17,4/13/97,9/28/97,81,78,1775201
1997,AL,OAK,OAK01,4/2/97,9/24/97,81,79,1260565
1997,NL,PHI,PHI12,4/11/97,9/28/97,81,77,1490542
1997,NL,PIT,PIT07,4/11/97,9/22/97,81,80,1694633
1997,NL,SDN,HON01,4/19/97,4/20/97,3,2,77432
1997,NL,SDN,SAN01,4/1/97,9/22/97,78,78,2011901
1997,AL,SEA,SEA02,4/1/97,9/28/97,81,81,3197054
1997,NL,SFN,SFO02,4/1/97,9/28/97,81,80,1696583
1997,NL,SLN,STL09,4/8/97,9/28/97,81,81,2654568
1997,AL,TEX,ARL02,4/1/97,9/21/97,81,80,2923590
1997,AL,TOR,TOR02,4/1/97,9/28/97,81,81,2589317
1998,AL,ANA,ANA01,4/1/98,9/23/98,81,81,2519280
1998,NL,ARI,PHO01,3/31/98,9/27/98,81,81,3604237
1998,NL,ATL,ATL02,3/31/98,9/27/98,81,81,3361350
1998,AL,BAL,BAL12,3/31/98,9/20/98,81,81,3684560
1998,AL,BOS,BOS07,4/10/98,9/27/98,81,80,2343930
1998,AL,CHA,CHI12,4/6/98,9/20/98,82,79,1391146
1998,NL,CHN,CHI11,4/3/98,9/28/98,82,80,2623000
1998,NL,CIN,CIN08,3/31/98,9/27/98,81,81,1793676
1998,AL,CLE,CLE08,4/10/98,9/20/98,81,81,3467299
1998,NL,COL,DEN02,4/7/98,9/27/98,81,81,3791276
1998,AL,DET,DET04,4/7/98,9/20/98,81,79,1409391
1998,NL,FLO,MIA01,3/31/98,9/27/98,81,79,1750395
1998,NL,HOU,HOU02,3/31/98,9/27/98,81,80,2450451
1998,AL,KCA,KAN06,4/7/98,9/27/98,80,79,1494875
1998,NL,LAN,LOS03,4/7/98,9/27/98,81,81,3089222
1998,NL,MIL,MIL05,4/7/98,9/23/98,81,79,1811548
1998,AL,MIN,MIN03,4/3/98,9/27/98,81,81,1165980
1998,NL,MON,MON02,4/1/98,9/16/98,81,81,914909
1998,AL,NYA,NYC16,4/10/98,9/27/98,80,79,2908991
1998,AL,NYA,NYC17,4/15/98,4/15/98,1,1,40743
1998,NL,NYN,NYC17,3/31/98,9/23/98,81,77,2287942
1998,AL,OAK,OAK01,4/1/98,9/27/98,81,79,1232363
1998,NL,PHI,PHI12,4/7/98,9/20/98,81,79,1715702
1998,NL,PIT,PIT07,4/7/98,9/20/98,81,80,1560950
1998,NL,SDN,SAN01,4/7/98,9/20/98,81,79,2555964
1998,AL,SEA,SEA02,3/31/98,9/27/98,81,81,2651511
